0,166
2493,1
2493,60
2493,110
2493,262
2493,268
2493,278
2493,350
2493,377
2493,395
2493,471
2493,606
2493,747
2493,879
2493,1150
2493,1306
2493,1567
2493,1803
2493,1903
2493,1919
2493,2171
2493,2188
2493,2208
2493,2239
2493,2289
2493,2445
2493,2450
2493,2469
2493,2546
2493,2568
2493,2609
2493,2670
2493,2772
2481,1
2481,60
2481,110
2481,262
2481,268
2481,278
2481,350
2481,377
2481,395
2481,471
2481,606
2481,747
2481,879
2481,1150
2481,1306
2481,1567
2481,1803
2481,1903
2481,1919
2481,2171
2481,2188
2481,2208
2481,2239
2481,2289
2481,2445
2481,2450
2481,2469
2481,2546
2481,2568
2481,2609
2481,2670
2481,2772
1788,1
1788,1
609,2
803,2
803,222
2255,2
2255,220
2255,379
2255,695
2255,814
2255,860
2255,956
2255,1288
2255,1624
2255,2024
2255,2073
2255,2098
2255,2301
2255,2454
2255,2659
2255,2661
154,2
154,2659
1112,2
1112,2253
1112,2659
1226,2
1226,695
1226,956
1226,1624
1226,2024
1226,2098
1226,2301
1226,2454
299,3
1558,3
1558,2506
1938,3
1483,3
1778,4
1778,130
1778,264
1778,360
1778,425
1778,511
1778,573
1778,666
1778,834
1778,973
1778,994
1778,1062
1778,1257
1778,1457
1778,1488
1778,1640
1778,1676
1778,1746
1778,1752
1778,1806
1778,1910
1778,1920
1778,2083
1778,2140
1778,2203
1778,2313
1778,2336
1778,2344
1778,2351
1778,2362
1778,2397
1778,2485
1778,2536
1778,2555
1778,2720
2446,4
197,4
2602,4
2602,360
2602,425
2602,573
2602,666
2602,834
2602,973
2602,994
2602,1062
2602,1151
2602,1257
2602,1457
2602,1488
2602,1626
2602,1676
2602,1746
2602,1752
2602,1806
2602,1910
2602,1920
2602,2083
2602,2140
2602,2203
2602,2313
2602,2336
2602,2344
2602,2351
2602,2362
2602,2397
2602,2485
2602,2536
2602,2555
1223,4
5,1695
1538,6
1538,15
1538,19
1538,27
1538,40
1538,48
1538,54
1538,55
1538,64
1538,69
1538,77
1538,84
1538,101
1538,111
1538,117
1538,126
1538,135
1538,136
1538,150
1538,161
1538,164
1538,175
1538,177
1538,178
1538,186
1538,211
1538,212
1538,223
1538,224
1538,253
1538,260
1538,266
1538,267
1538,301
1538,303
1538,306
1538,307
1538,314
1538,319
1538,327
1538,328
1538,349
1538,357
1538,363
1538,365
1538,367
1538,382
1538,384
1538,389
1538,390
1538,406
1538,408
1538,413
1538,429
1538,435
1538,437
1538,438
1538,444
1538,460
1538,475
1538,483
1538,487
1538,498
1538,499
1538,504
1538,506
1538,522
1538,532
1538,535
1538,536
1538,545
1538,548
1538,566
1538,567
1538,579
1538,586
1538,588
1538,621
1538,640
1538,643
1538,648
1538,652
1538,662
1538,664
1538,673
1538,675
1538,678
1538,694
1538,704
1538,705
1538,717
1538,722
1538,740
1538,750
1538,753
1538,760
1538,761
1538,771
1538,778
1538,779
1538,790
1538,793
1538,795
1538,802
1538,807
1538,811
1538,812
1538,818
1538,820
1538,823
1538,825
1538,829
1538,830
1538,847
1538,853
1538,865
1538,877
1538,881
1538,888
1538,890
1538,892
1538,893
1538,894
1538,900
1538,911
1538,915
1538,921
1538,928
1538,931
1538,948
